norsk_navn,latinsk_navn,familie,type,norskflora_url,wikipedia_url,wikipedia_image_url,wikipedia_image_file,wikipedia_status
Fjærekoll,Armeria maritima,Hinnebegerfamilien,Urt/staude,https://norskflora.no/plante/?sle=Armeria&art=maritima,https://en.wikipedia.org/wiki/Armeria_maritima,https://upload.wikimedia.org/wikipedia/commons/2/23/Armeria_maritima_Dunnet_Head.jpg,,FUNNET
Fjæresauløk,Triglochin maritima,Sauløkfamilien,Urt/staude,https://norskflora.no/plante/?sle=Triglochin&art=maritima,https://en.wikipedia.org/wiki/Triglochin_maritima,https://upload.wikimedia.org/wikipedia/commons/d/d5/Stranddreizack.jpg,,FUNNET
Flaskestarr,Carex rostrata,Starrfamilien,Gressplante,https://norskflora.no/plante/?sle=Carex&art=rostrata,https://en.wikipedia.org/wiki/Carex_rostrata,https://upload.wikimedia.org/wikipedia/commons/2/20/Carex_rostrata.jpeg,,FUNNET
Fredløs,Lysimachia vulgaris,Nøkleblomfamilien,Urt/staude,https://norskflora.no/plante/?sle=Lysimachia&art=vulgaris,https://en.wikipedia.org/wiki/Lysimachia_vulgaris,https://upload.wikimedia.org/wikipedia/commons/0/01/Lysimachia_vulgaris_%28flowers%29_2.jpg,,FUNNET
Froskebitt,Hydrocharis morsus-ranae,Froskebittfamilien,Urt/staude,https://norskflora.no/plante/?sle=Hydrocharis&art=morsus-ranae,https://en.wikipedia.org/wiki/Hydrocharis_morsus-ranae,https://upload.wikimedia.org/wikipedia/commons/a/ad/HydrocharisMorsus-ranae2.jpg,,FUNNET
Fugletelg,Gymnocarpium dryopteris,Storburknefamilien,Bregne,https://norskflora.no/plante/?sle=Gymnocarpium&art=dryopteris,https://en.wikipedia.org/wiki/Gymnocarpium_dryopteris,https://upload.wikimedia.org/wikipedia/commons/0/01/Gymnocarpium_dryopteris_0318.JPG,,FUNNET
Fuglevikke,Vicia cracca,Erteblomstfamilien,Urt/staude,https://norskflora.no/plante/?sle=Vicia&art=cracca,https://en.wikipedia.org/wiki/Vicia_cracca,https://upload.wikimedia.org/wikipedia/commons/b/b7/Tufted_vetch_close_800.jpg,,FUNNET
Furu,Pinus sylvestris,Furufamilien,Tre/busk,https://norskflora.no/plante/?sle=Pinus&art=sylvestris,https://en.wikipedia.org/wiki/Pinus_sylvestris,https://upload.wikimedia.org/wikipedia/commons/9/91/Skuleskogen_pine.jpg,,FUNNET
Furuvintergrønn,Pyrola chlorantha,Lyngfamilien,Lyngplante,https://norskflora.no/plante/?sle=Pyrola&art=chlorantha,https://en.wikipedia.org/wiki/Pyrola_chlorantha,https://upload.wikimedia.org/wikipedia/commons/6/68/Pyrola_chlorantha_260507.jpg,,FUNNET
Geitskjegg,Tragopogon pratensis,Kurvplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Tragopogon&art=pratensis,https://en.wikipedia.org/wiki/Tragopogon_pratensis,https://upload.wikimedia.org/wikipedia/commons/9/9a/Tragopogon_pratense_2004-05-30_JOF.JPG,,FUNNET
Geittelg,Dryopteris dilatata,Stortelgfamilien,Bregne,https://norskflora.no/plante/?sle=Dryopteris&art=dilatata,https://en.wikipedia.org/wiki/Dryopteris_dilatata,https://upload.wikimedia.org/wikipedia/commons/0/05/Dryopteris_dilatata_im_weissen_moor2.jpg,,FUNNET
Geitved,Rhamnus cathartica,Trollheggfamilien,Tre/busk,https://norskflora.no/plante/?sle=Rhamnus&art=cathartica,https://en.wikipedia.org/wiki/Rhamnus_cathartica,https://upload.wikimedia.org/wikipedia/commons/4/43/Illustration_of_Rhamnus_catharticus_63-cropped.png,,FUNNET
Gjøksyre,Oxalis acetosella,Gjøkesyrefamilien,Urt/staude,https://norskflora.no/plante/?sle=Oxalis&art=acetosella,https://en.wikipedia.org/wiki/Oxalis_acetosella,https://upload.wikimedia.org/wikipedia/commons/e/ef/Oxalis_acetosella_LC0190.jpg,,FUNNET
Gran,Picea abies,Furufamilien,Tre/busk,https://norskflora.no/plante/?sle=Picea&art=abies,https://en.wikipedia.org/wiki/Picea_abies,https://upload.wikimedia.org/wikipedia/commons/b/bf/GemeineFichte.jpg,,FUNNET
Gressløk,Allium schoenoprasum,Løkfamilien,Urt/staude,https://norskflora.no/plante/?sle=Allium&art=schoenoprasum,https://en.wikipedia.org/wiki/Chives,https://upload.wikimedia.org/wikipedia/commons/4/49/Allium_schoenoprasum_-_Bombus_lapidarius_-_Tootsi.jpg,,FUNNET
Groblad,Plantago major,Maskeblomstfamilien,Urt/staude,https://norskflora.no/plante/?sle=Plantago&art=major,https://en.wikipedia.org/wiki/Plantago_major,https://upload.wikimedia.org/wikipedia/commons/3/33/Grote_weegbree_bloeiwijze_Plantago_major_subsp._major.jpg,,FUNNET
Gråor,Alnus incana,Bjørkefamilien,Tre/busk,https://norskflora.no/plante/?sle=Alnus&art=incana,https://en.wikipedia.org/wiki/Alnus_incana,https://upload.wikimedia.org/wikipedia/commons/f/fb/Alnus_incana_rugosa_leaves.jpg,,FUNNET
Gråselje,Salix cinerea,Vierfamilien,Tre/busk,https://norskflora.no/plante/?sle=Salix&art=cinerea,https://en.wikipedia.org/wiki/Salix_cinerea,https://upload.wikimedia.org/wikipedia/commons/5/53/Salix_cinerea_Habitus_in_spring_Germany.jpg,,FUNNET
Grønnmynte,Mentha spicata,Leppeblomstfamilien,Urt/staude,https://norskflora.no/plante/?sle=Mentha&art=spicata,https://en.wikipedia.org/wiki/Spearmint,https://upload.wikimedia.org/wikipedia/commons/0/05/Minze.jpg,,FUNNET
Grønnvier,Salix phylicifolia,Vierfamilien,Tre/busk,https://norskflora.no/plante/?sle=Salix&art=phylicifolia,https://en.wikipedia.org/wiki/Salix_phylicifolia,https://upload.wikimedia.org/wikipedia/commons/3/3a/Salix_phylicifolia_-_Berlin_Botanical_Garden_-_IMG_8474.JPG,,FUNNET
Gulgåseblom,Cota tinctoria,Kurvplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Cota&art=tinctoria,https://en.wikipedia.org/wiki/Cota_tinctoria,https://upload.wikimedia.org/wikipedia/commons/e/e6/Anthemis_April_2009-1.jpg,,FUNNET
Gulldusk,Lysimachia thyrsiflora,Nøkleblomfamilien,Urt/staude,https://norskflora.no/plante/?sle=Lysimachia&art=thyrsiflora,https://en.wikipedia.org/wiki/Lysimachia_thyrsiflora,https://upload.wikimedia.org/wikipedia/commons/0/06/Lysimachia_thyrsiflora_kz.jpg,,FUNNET
Gullris,Solidago virgaurea,Kurvplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Solidago&art=virgaurea,https://en.wikipedia.org/wiki/Solidago_virgaurea,https://upload.wikimedia.org/wikipedia/commons/6/66/Solidago_virgaurea_kz12.jpg,,FUNNET
Gulmaure,Galium verum,Maurefamilien,Urt/staude,https://norskflora.no/plante/?sle=Galium&art=verum,https://en.wikipedia.org/wiki/Galium_verum,https://upload.wikimedia.org/wikipedia/commons/7/7f/Galium_verum01.jpg,,FUNNET
Gulstarr,Carex flava,Starrfamilien,Gressplante,https://norskflora.no/plante/?sle=Carex&art=flava,https://en.wikipedia.org/wiki/Carex_flava,https://upload.wikimedia.org/wikipedia/commons/1/12/Carex_flava_-_Niitv%C3%A4lja.jpg,,FUNNET
Hagtorn,Crataegus monogyna,Rosefamilien,Tre/busk,https://norskflora.no/plante/?sle=Crataegus&art=monogyna,https://en.wikipedia.org/wiki/Crataegus_monogyna,https://upload.wikimedia.org/wikipedia/commons/f/fb/Hawthorn_fruit.JPG,,FUNNET
Hanekam,Silene flos-cuculi,Nellikfamilien,Urt/staude,https://norskflora.no/plante/?sle=Silene&art=flos-cuculi,https://en.wikipedia.org/wiki/Silene_flos-cuculi,https://upload.wikimedia.org/wikipedia/commons/b/b6/Silene_flos-cuculi_flower_-_Niitv%C3%A4lja.jpg,,FUNNET
Hassel,Corylus avellana,Bjørkefamilien,Tre/busk,https://norskflora.no/plante/?sle=Corylus&art=avellana,https://en.wikipedia.org/wiki/Corylus_avellana,https://upload.wikimedia.org/wikipedia/commons/6/60/Corylus_avellana.jpg,,FUNNET
Hegg,Prunus padus,Rosefamilien,Tre/busk,https://norskflora.no/plante/?sle=Prunus&art=padus,https://en.wikipedia.org/wiki/Prunus_padus,https://upload.wikimedia.org/wikipedia/commons/c/c9/Vogelkers_bloesem.jpg,,FUNNET
Hengebjørk,Betula pendula,Bjørkefamilien,Tre/busk,https://norskflora.no/plante/?sle=Betula&art=pendula,https://en.wikipedia.org/wiki/Betula_pendula,https://upload.wikimedia.org/wikipedia/commons/8/8a/Betula_pendula_Finland.jpg,,FUNNET
Hengeving,Phegopteris connectilis,Hengevingfamilien,Bregne,https://norskflora.no/plante/?sle=Phegopteris&art=connectilis,https://en.wikipedia.org/wiki/Phegopteris_connectilis,https://upload.wikimedia.org/wikipedia/commons/7/72/Phegopteris_connectilis_AT.JPG,,FUNNET
Hestehov,Tussilago farfara,Kurvplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Tussilago&art=farfara,https://en.wikipedia.org/wiki/Tussilago,https://upload.wikimedia.org/wikipedia/commons/7/7f/Coltsfoot.jpg,,FUNNET
Hjertegress,Briza media,Gressfamilien,Gressplante,https://norskflora.no/plante/?sle=Briza&art=media,https://en.wikipedia.org/wiki/Briza,https://upload.wikimedia.org/wikipedia/commons/4/4f/Briza_maxima1.jpg,,FUNNET
Hjortetrøst,Eupatorium cannabinum,Kurvplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Eupatorium&art=cannabinum,https://en.wikipedia.org/wiki/Eupatorium_cannabinum,https://upload.wikimedia.org/wikipedia/commons/4/49/Eupatorium_cannabinum_%28xndr%29.jpg,,FUNNET
Hjortetunge,Asplenium scolopendrium,Småburknefamilien,Bregne,https://norskflora.no/plante/?sle=Asplenium&art=scolopendrium,https://en.wikipedia.org/wiki/Asplenium_scolopendrium,https://upload.wikimedia.org/wikipedia/commons/f/fe/Asplenium_scolopendrium.jpg,,FUNNET
Humle,Humulus lupulus,Hampefamilien,Urt/staude,https://norskflora.no/plante/?sle=Humulus&art=lupulus,https://en.wikipedia.org/wiki/Humulus_lupulus,https://upload.wikimedia.org/wikipedia/commons/7/70/Hopfen1.jpg,,FUNNET
Hvitbergknapp,Sedum album,Bergknappfamilien,Urt/staude,https://norskflora.no/plante/?sle=Sedum&art=album,https://en.wikipedia.org/wiki/Sedum_album,https://upload.wikimedia.org/wikipedia/commons/6/6e/Sedum_album_03_ies.jpg,,FUNNET
Hvitkløver,Trifolium repens,Erteblomstfamilien,Urt/staude,https://norskflora.no/plante/?sle=Trifolium&art=repens,https://en.wikipedia.org/wiki/Trifolium_repens,https://upload.wikimedia.org/wikipedia/commons/5/52/Trifolium_repens_-_white_clover_on_way_from_Govindghat_to_Gangria_at_Valley_of_Flowers_National_Park_-_during_LGFC_-_VOF_2019_%281%29.jpg,,FUNNET
Hvitmaure,Galium boreale,Maurefamilien,Urt/staude,https://norskflora.no/plante/?sle=Galium&art=boreale,https://en.wikipedia.org/wiki/Galium_boreale,https://upload.wikimedia.org/wikipedia/commons/9/9b/Galium_boreale_-_v%C3%A4rvmadar_Keilas.jpg,,FUNNET
Hvitpestrot,Petasites albus,Kurvplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Petasites&art=albus,https://en.wikipedia.org/wiki/Petasites_albus,https://upload.wikimedia.org/wikipedia/commons/2/22/Petasites_albus_a1.jpg,,FUNNET
Hvitvannlilje,Nymphaea alba,Vannliljefamilien,Urt/staude,https://norskflora.no/plante/?sle=Nymphaea&art=alba,https://en.wikipedia.org/wiki/Nymphaea_alba,https://upload.wikimedia.org/wikipedia/commons/3/3f/2016_Kwiat_grzybieni_bia%C5%82ych_2.jpg,,FUNNET
Hønsegress,Persicaria maculosa,Slireknefamilien,Urt/staude,https://norskflora.no/plante/?sle=Persicaria&art=maculosa,https://en.wikipedia.org/wiki/Persicaria_maculosa,https://upload.wikimedia.org/wikipedia/commons/8/8f/2015.09.05_12.26.43_DSC00301_-_Flickr_-_andrey_zharkikh_crop.jpg,,FUNNET
Istervier,Salix pentandra,Vierfamilien,Tre/busk,https://norskflora.no/plante/?sle=Salix&art=pentandra,https://en.wikipedia.org/wiki/Salix_pentandra,https://upload.wikimedia.org/wikipedia/commons/f/f9/Salix_pentandra0.jpg,,FUNNET
Jonsokkoll,Ajuga pyramidalis,Leppeblomstfamilien,Urt/staude,https://norskflora.no/plante/?sle=Ajuga&art=pyramidalis,https://en.wikipedia.org/wiki/Ajuga,https://upload.wikimedia.org/wikipedia/commons/4/48/Ajuga_reptans_LC0138.jpg,,FUNNET
Junkersildre,Saxifraga paniculata,Sildrefamilien,Urt/staude,https://norskflora.no/plante/?sle=Saxifraga&art=paniculata,https://en.wikipedia.org/wiki/Saxifraga_paniculata,https://upload.wikimedia.org/wikipedia/commons/9/9b/Saxifraga_paniculata.jpg,,FUNNET
Kalmusrot,Acorus calamus,Kalmusrotfamilien,Urt/staude,https://norskflora.no/plante/?sle=Acorus&art=calamus,https://en.wikipedia.org/wiki/Acorus_calamus,https://upload.wikimedia.org/wikipedia/commons/3/37/Acorus_calamus1.jpg,,FUNNET
Kanelrose,Rosa majalis,Rosefamilien,Tre/busk,https://norskflora.no/plante/?sle=Rosa&art=majalis,https://en.wikipedia.org/wiki/Rosa_majalis,https://upload.wikimedia.org/wikipedia/commons/6/61/Illustration_Rosa_majalis0.jpg,,FUNNET
Kantkonvall,Polygonatum odoratum,Aspargesfamilien,Urt/staude,https://norskflora.no/plante/?sle=Polygonatum&art=odoratum,https://en.wikipedia.org/wiki/Polygonatum_odoratum,https://upload.wikimedia.org/wikipedia/commons/2/2c/Angular_solomons-seal_Polygonatum_odoratum.jpg,,FUNNET
Karve,Carum carvi,Skjermplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Carum&art=carvi,https://en.wikipedia.org/wiki/Caraway,https://upload.wikimedia.org/wikipedia/commons/4/42/Carum_carvi_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-172.jpg,,FUNNET
Kattefot,Antennaria dioica,Kurvplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Antennaria&art=dioica,https://en.wikipedia.org/wiki/Antennaria_dioica,https://upload.wikimedia.org/wikipedia/commons/a/a4/Antennaria_dioica.jpg,,FUNNET
Kattehale,Lythrum salicaria,Kattehalefamilien,Urt/staude,https://norskflora.no/plante/?sle=Lythrum&art=salicaria,https://en.wikipedia.org/wiki/Lythrum_salicaria,https://upload.wikimedia.org/wikipedia/commons/1/15/Lythrum_salicaria_-_harilik_kukesaba.jpg,,FUNNET
Kjertelhønsegress,Persicaria lapathifolia,Slireknefamilien,Urt/staude,https://norskflora.no/plante/?sle=Persicaria&art=lapathifolia,https://en.wikipedia.org/wiki/Persicaria_lapathifolia,https://upload.wikimedia.org/wikipedia/commons/6/67/Polygonum_lapathifolium3.jpg,,FUNNET
Klokkevintergrønn,Pyrola media,Lyngfamilien,Lyngplante,https://norskflora.no/plante/?sle=Pyrola&art=media,https://en.wikipedia.org/wiki/Pyrola_media,https://upload.wikimedia.org/wikipedia/commons/e/e2/Pyrola_media_RHu_01.JPG,,FUNNET
Klåved,Myricaria germanica,Tamariskfamilien,Tre/busk,https://norskflora.no/plante/?sle=Myricaria&art=germanica,https://en.wikipedia.org/wiki/Myricaria_germanica,https://upload.wikimedia.org/wikipedia/commons/0/06/Myricaria_germanica_300906a.jpg,,FUNNET
Knollmjødurt,Filipendula vulgaris,Rosefamilien,Urt/staude,https://norskflora.no/plante/?sle=Filipendula&art=vulgaris,https://en.wikipedia.org/wiki/Filipendula_vulgaris,https://upload.wikimedia.org/wikipedia/commons/0/0c/Filipendula_vulgaris_-_inflorescence_-_Kulna.jpg,,FUNNET
Kongsbregne,Osmunda regalis,Kongsbregnefamilien,Bregne,https://norskflora.no/plante/?sle=Osmunda&art=regalis,https://en.wikipedia.org/wiki/Osmunda_regalis,https://upload.wikimedia.org/wikipedia/commons/b/b9/Osmunda_regalis_Mimizan.jpg,,FUNNET
Korsknapp,Glechoma hederacea,Leppeblomstfamilien,Urt/staude,https://norskflora.no/plante/?sle=Glechoma&art=hederacea,https://en.wikipedia.org/wiki/Glechoma_hederacea,https://upload.wikimedia.org/wikipedia/commons/6/6e/Glechoma_hederacea_-_Keila.jpg,,FUNNET
Korsved,Viburnum opulus,Moskusurtfamilien,Tre/busk,https://norskflora.no/plante/?sle=Viburnum&art=opulus,https://en.wikipedia.org/wiki/Viburnum_opulus,https://upload.wikimedia.org/wikipedia/commons/7/70/Viburnum_01.JPG,,FUNNET
Kratthumleblom,Geum urbanum,Rosefamilien,Urt/staude,https://norskflora.no/plante/?sle=Geum&art=urbanum,https://en.wikipedia.org/wiki/Geum_urbanum,https://upload.wikimedia.org/wikipedia/commons/b/b5/%28MHNT%29_Geum_urbanum_-_Habit.jpg,,FUNNET
Krekling,Empetrum nigrum,Lyngfamilien,Lyngplante,https://norskflora.no/plante/?sle=Empetrum&art=nigrum,https://en.wikipedia.org/wiki/Empetrum_nigrum,https://upload.wikimedia.org/wikipedia/commons/5/5a/Empetrum_nigrum_by_Maseltov_2.jpg,,FUNNET
Kristtorn,Ilex aquifolium,Kristtornfamilien,Tre/busk,https://norskflora.no/plante/?sle=Ilex&art=aquifolium,https://en.wikipedia.org/wiki/Ilex_aquifolium,https://upload.wikimedia.org/wikipedia/commons/9/96/Ilex-aquifolium_%28Europaeische_Stechpalme-1%29.jpg,,FUNNET
Krypjonsokkoll,Ajuga reptans,Leppeblomstfamilien,Urt/staude,https://norskflora.no/plante/?sle=Ajuga&art=reptans,https://en.wikipedia.org/wiki/Ajuga_reptans,https://upload.wikimedia.org/wikipedia/commons/6/65/Ajuga_reptans_20070429_132711_1.jpg,,FUNNET
Krypvier,Salix repens,Vierfamilien,Tre/busk,https://norskflora.no/plante/?sle=Salix&art=repens,https://en.wikipedia.org/wiki/Salix_repens,https://upload.wikimedia.org/wikipedia/commons/5/51/Salix-repens-flowering.JPG,,FUNNET
Kubjelle,Pulsatilla pratensis,Soleiefamilien,Urt/staude,https://norskflora.no/plante/?sle=Pulsatilla&art=pratensis,https://en.wikipedia.org/wiki/Pulsatilla_pratensis,https://upload.wikimedia.org/wikipedia/commons/c/ca/Pulsatilla_pratensis_subsp._bohemica2.jpg,,FUNNET
Kusymre,Primula vulgaris,Nøkleblomfamilien,Urt/staude,https://norskflora.no/plante/?sle=Primula&art=vulgaris,https://en.wikipedia.org/wiki/Primula_vulgaris,https://upload.wikimedia.org/wikipedia/commons/a/ad/Prole%C4%87no_cve%C4%87e_3.JPG,,FUNNET
Kvann,Angelica archangelica,Skjermplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Angelica&art=archangelica,https://en.wikipedia.org/wiki/Angelica_archangelica,https://upload.wikimedia.org/wikipedia/commons/3/3b/Koehler1887-GardenAngelica.jpg,,FUNNET
Kvass-starr,Carex acuta,Starrfamilien,Gressplante,https://norskflora.no/plante/?sle=Carex&art=acuta,https://en.wikipedia.org/wiki/Carex_acuta,https://upload.wikimedia.org/wikipedia/commons/9/9b/Carex_acuta1.JPG,,FUNNET
Kvassdå,Galeopsis tetrahit,Leppeblomstfamilien,Urt/staude,https://norskflora.no/plante/?sle=Galeopsis&art=tetrahit,https://en.wikipedia.org/wiki/Galeopsis_tetrahit,https://upload.wikimedia.org/wikipedia/commons/f/fc/Galeopsis_tetrahit_-_kare_k%C3%B5rvik_Keilas.jpg,,FUNNET
Kystbjørnekjeks,Heracleum sphondylium,Skjermplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Heracleum&art=sphondylium,https://en.wikipedia.org/wiki/Heracleum_sphondylium,https://upload.wikimedia.org/wikipedia/commons/0/02/Heracleum_sphondylium_Berenklauw.jpg,,FUNNET
Kystfrøstjerne,Thalictrum minus,Soleiefamilien,Urt/staude,https://norskflora.no/plante/?sle=Thalictrum&art=minus,https://en.wikipedia.org/wiki/Thalictrum_minus,https://upload.wikimedia.org/wikipedia/commons/0/04/Thalictrum_minus_1.jpg,,FUNNET
Lapprose,Rhododendron lapponicum,Lyngfamilien,Lyngplante,https://norskflora.no/plante/?sle=Rhododendron&art=lapponicum,https://en.wikipedia.org/wiki/Rhododendron_lapponicum,https://upload.wikimedia.org/wikipedia/commons/5/59/Rhododendron_lapponicum_%287833321068%29.jpg,,FUNNET
Lappvier,Salix lapponum,Vierfamilien,Tre/busk,https://norskflora.no/plante/?sle=Salix&art=lapponum,https://en.wikipedia.org/wiki/Salix_lapponum,https://upload.wikimedia.org/wikipedia/commons/5/50/Salix_lapponum_General_view.JPG,,FUNNET
Leddved,Lonicera xylosteum,Kaprifolfamilien,Tre/busk,https://norskflora.no/plante/?sle=Lonicera&art=xylosteum,https://en.wikipedia.org/wiki/Lonicera_xylosteum,https://upload.wikimedia.org/wikipedia/commons/b/be/Lonicera_xylosteum_flowers.jpg,,FUNNET
Legevendelrot,Valeriana officinalis,Kaprifolfamilien,Urt/staude,https://norskflora.no/plante/?sle=Valeriana&art=officinalis,https://en.wikipedia.org/wiki/Valeriana,https://upload.wikimedia.org/wikipedia/commons/0/03/Valeriana_officinalis_002.JPG,,FUNNET
